Column1,df_apt_idx,BLDID_ID,PNU,LA,LO,법정동,주번_부,cust_each_,아파트�,빌라(0),빌라(1),NUMPOINTS,age,cell_count,possible_chr_count,chr_count,sale,household,parking_space,point_count2
"183","243","38178",4146110000000000000.000000000000000,37.236293860000004,127.206795099999994,경기도 용인시 처인구 김량장동,"1330028",19.434000000000001,청한상가,,,0.000000000000000,0,0,0,0,0,0,0,0
"192","254","70894",4146110000000000000.000000000000000,37.235506090000001,127.199658900000003,경기도 용인시 처인구 김량장동,"3210010",115.188000000000002,삼보라이프,,,0.000000000000000,0,0,0,0,0,0,0,0
"196","259","70899",4146110000000000000.000000000000000,37.233713999999999,127.198962600000002,경기도 용인시 처인구 김량장동,"3290004",16.196000000000002,센추리힐,,,0.000000000000000,0,0,0,0,0,0,0,0
"202","272","74504",4146110000000000000.000000000000000,37.232068009999999,127.203750200000002,경기도 용인시 처인구 김량장동,"3520005",15.619999999999999,베네치아7차,,,0.000000000000000,0,0,0,0,0,0,0,0
"203","273","74504",4146110000000000000.000000000000000,37.232119640000001,127.203765700000005,경기도 용인시 처인구 김량장동,"3520006",15.619999999999999,베네치아8차,,,0.000000000000000,0,0,0,0,0,0,0,0
"204","275","74072",4146110000000000000.000000000000000,37.231559310000002,127.200537999999995,경기도 용인시 처인구 김량장동,"3770005",175.026999999999987,화홍아파트,,,0.000000000000000,0,0,0,0,0,0,0,0
"209","283","53853",4146110000000000000.000000000000000,37.224879399999999,127.180013799999998,경기도 용인시 처인구 남동,"5830000",35.808000000000000,명지엘펜하임,,,0.000000000000000,0,0,0,0,0,0,0,0
"210","284","53853",4146110000000000000.000000000000000,37.225127180000001,127.179141599999994,경기도 용인시 처인구 남동,"5830001",121.382000000000005,명지엘펜하임,,,2109.367999999999938,35.1832700520698,4,0,0,0,0,0,0
"214","289","1745",4146110000000000000.000000000000000,37.246030310000002,127.167083300000002,경기도 용인시 처인구 삼가동,"1170000",805.618000000000052,풍림아파트,,,2221.336999999999989,60.3795947928659,6,6,2,3,377,399,1
"215","290","11219",4146110000000000000.000000000000000,37.239076449999999,127.171600499999997,경기도 용인시 처인구 삼가동,"2650000",2092.047000000000025,삼현마을진우아파트,,,1938.171000000000049,56.0103501492151,7,10,4,2.82,582,553,1
"216","291","7268",4146110000000000000.000000000000000,37.240868640000002,127.173288900000003,경기도 용인시 처인구 삼가동,"5370000",1411.176999999999907,금령마을우남퍼스트빌,,,4575.106999999999061,93.8525443877424,9,10,7,4.3,451,550,1
"220","295","16799",4146110000000000000.000000000000000,37.238494459999998,127.165456500000005,경기도 용인시 처인구 삼가동,"5620000",671.422000000000025,용인 행정타운 두산위브 1단지,,,683.186000000000149,36.2120262356873,4,5,3,5.5,199,334,1
"221","296","16800",4146110000000000000.000000000000000,37.239637330000001,127.167686799999998,경기도 용인시 처인구 삼가동,"5630000",348.892999999999972,용인 행정타운 두산위브 2단지,,,1134.710000000000264,104.221709258124,12,15,8,5.1,624,844,1
"222","297","16801",4146110000000000000.000000000000000,37.239284720000001,127.169955900000005,경기도 용인시 처인구 삼가동,"5640000",38.130000000000003,용인 행정타운 두산위브 3단지,,,1083.111999999999853,56.7768133988383,7,13,0,5.2,470,709,1
"227","302","7045",4146110000000000000.000000000000000,37.263840520000002,127.216836799999996,경기도 용인시 처인구 유방동,"2560004",1872.837999999999965,인정프린스아파트3차,,,100.182000000000002,8.64531552574315,1,2,0,2.35,380,171,1
"228","305","10684",4146110000000000000.000000000000000,37.267155799999998,127.206926300000006,경기도 용인시 처인구 유방동,"1810000",2538.449000000000069,성웅아파트,,,843.875999999999863,20.5915037172033,3,4,0,2.2,271,252,1
"229","306","63864",4146110000000000000.000000000000000,37.260926929999997,127.215709300000000,경기도 용인시 처인구 유방동,"2860005",51.640000000000001,관우아파트,,,0.000000000000000,0,0,0,0,0,0,0,0
"230","307","63865",4146110000000000000.000000000000000,37.259229390000002,127.215224500000005,경기도 용인시 처인구 유방동,"2890004",133.420999999999992,우림아파트,,,0.000000000000000,0,0,0,0,0,0,0,0
"231","308","3333",4146110000000000000.000000000000000,37.265417290000002,127.226116200000007,경기도 용인시 처인구 고림동,"10000000",2173.773000000000138,금평마을영화아파트,,,3953.090000000000600,59.4032472360528,6,9,4,3.2,428,536,1
"232","309","3068",4146110000000000000.000000000000000,37.265309979999998,127.222588400000006,경기도 용인시 처인구 고림동,"10010000",81.238000000000000,보평마을삼정그린뷰아파트,,,1567.399999999999636,50.1393024721111,5,7,0,3.2,360,434,1
"233","310","3077",4146110000000000000.000000000000000,37.258134920000003,127.236906700000006,경기도 용인시 처인구 고림동,"10020000",1712.342000000000098,예원마을코아루아파트,,,2042.292999999999893,67.1806159180958,8,8,3,2.85,408,493,1
"238","315","41012",4146110000000000000.000000000000000,37.248910539999997,127.220643699999997,경기도 용인시 처인구 고림동,"10140000",1009.193999999999960,양우내안애에듀퍼스트,,,1541.567999999999756,45.9061747183422,7,23,10,5,1098,1217,1
"239","316","13082",4146110000000000000.000000000000000,37.246137109999999,127.230945300000002,경기도 용인시 처인구 고림동,"2640008",906.590000000000032,인정피렌체빌리지1차아파트,,,4397.301000000000386,59.1967285709209,8,11,0,2.6,639,649,1
"240","317","10681",4146110000000000000.000000000000000,37.252638930000003,127.227270399999995,경기도 용인시 처인구 고림동,"4110001",1400.652000000000044,이삭아파트,,,917.900999999999954,35.7638104059783,4,5,0,2.8,300,317,1
"241","318","63866",4146110000000000000.000000000000000,37.265990920000000,127.223626699999997,경기도 용인시 처인구 고림동,"4880010",63.978000000000002,삼호아파트,,,0.000000000000000,0,0,0,0,0,0,0,0
"244","323","63869",4146110000000000000.000000000000000,37.237638580000002,127.217029699999998,경기도 용인시 처인구 고림동,"7940015",1859.500000000000000,진흥아파트,,,0.000000000000000,0,0,0,0,0,0,0,0
"245","324","63872",4146110000000000000.000000000000000,37.237238830000003,127.217245899999995,경기도 용인시 처인구 고림동,"7960002",1134.423999999999978,진흥아파트,,,967.279999999999973,10.6199239103465,1,0,0,0,0,0,0
"248","328","11941",4146110000000000000.000000000000000,37.247115549999997,127.229160300000004,경기도 용인시 처인구 고림동,"9950000",1089.439000000000078,예진마을인정피렌체빌리지II아파트,,,1646.698000000000093,42.1439019185631,6,9,0,3.47,416,515,1
"249","329","12363",4146110000000000000.000000000000000,37.253359709999998,127.226420099999999,경기도 용인시 처인구 고림동,"9960000",1115.086999999999989,임원마을아이닉스영화아파트,,,1140.477000000000089,35.4550894509638,5,11,6,3.5,513,648,1
"250","330","3336",4146110000000000000.000000000000000,37.244472819999999,127.231088900000003,경기도 용인시 처인구 고림동,"9970000",663.850000000000023,인정피렌체빌리지3차아파트,,,3276.760999999999967,61.1699236683526,7,11,13,2.8,516,638,1
"255","335","38511",4146110000000000000.000000000000000,37.230574380000000,127.213370299999994,경기도 용인시 처인구 마평동,"5970001",30.770000000000000,목련맨션,,,4.664000000000000,13,1,0,0,0,0,0,0
"256","336","6931",4146110000000000000.000000000000000,37.231956449999998,127.214213099999995,경기도 용인시 처인구 마평동,"6050001",545.293000000000006,라이프아파트 101동,,,27.952000000000002,5.40183171150544,1,3,4,3,290,217,1
"257","337","6931",4146110000000000000.000000000000000,37.231919900000001,127.214874800000004,경기도 용인시 처인구 마평동,"6050009",78.878000000000000,라이프아파트 102동,,,0.000000000000000,0,0,0,0,0,0,0,0
"258","338","11146",4146110000000000000.000000000000000,37.234910040000003,127.215007499999999,경기도 용인시 처인구 마평동,"6500001",357.934000000000026,마평우성아파트,,,970.186000000000035,16.0403512992185,2,5,2,3.5,358,324,1
"260","340","33881",4146110000000000000.000000000000000,37.236075849999999,127.211338499999997,경기도 용인시 처인구 마평동,"7300008",117.317999999999998,동남아파트,,,3.549000000000000,9,1,0,0,0,0,0,0
"261","341","11221",4146110000000000000.000000000000000,37.235407819999999,127.216614399999997,경기도 용인시 처인구 마평동,"9230000",268.057999999999993,두보아파트,,,252.787999999999954,15.5866371157804,2,4,2,2.6,248,254,1
"262","342","10659",4146110000000000000.000000000000000,37.235658590000000,127.214689699999994,경기도 용인시 처인구 마평동,"9560000",608.452999999999975,마평주공1단지아파트,,,523.816999999999894,59.4374249337582,7,9,0,3.5,639,518,1
"263","343","10205",4146110000000000000.000000000000000,37.234307520000002,127.218401200000002,경기도 용인시 처인구 마평동,"9570000",792.227999999999952,용인GS자이아파트,,,3301.246999999999844,35.6196214549898,5,10,11,4.28,502,567,1
"264","344","51008",4146110000000000000.000000000000000,37.208079560000002,127.234941500000005,경기도 용인시 처인구 운학동,"4280003",3.801000000000000,운학아파트,,,3.801000000000000,11,1,0,0,0,0,0,0
"271","358","6917",4146310000000000000.000000000000000,37.278541640000000,127.114760000000004,경기도 용인시 기흥구 구갈동,"3800000",95.034000000000006,한성아파트,,,1468.648999999999887,66.9443433048559,8,8,0,6.7,570,450,1
"272","359","10036",4146310000000000000.000000000000000,37.276745689999998,127.114839200000006,경기도 용인시 기흥구 구갈동,"3840001",659.043999999999983,기흥동부아파트,,,300.083000000000027,37.9292011421312,4,2,1,8.15,200,185,1
"273","360","29051",4146310000000000000.000000000000000,37.277122540000001,127.115358000000001,경기도 용인시 기흥구 구갈동,"3840002",127.218999999999994,신명아파트,,,59.540999999999997,11.7924823147343,2,0,0,0,0,0,0
"274","361","6920",4146310000000000000.000000000000000,37.276184489999999,127.113111200000006,경기도 용인시 기흥구 구갈동,"3850001",1394.888999999999896,한성2차아파트,,,1296.025999999999840,43.65768284916,6,1,0,6.1,384,126,1
"275","362","27609",4146310000000000000.000000000000000,37.278352580000004,127.110701100000000,경기도 용인시 기흥구 구갈동,"3930000",208.805000000000007,신성아파트,,,41.287999999999997,9.08656268165084,1,0,0,0,0,0,0
"276","363","6923",4146310000000000000.000000000000000,37.278833050000003,127.112502599999999,경기도 용인시 기흥구 구갈동,"3960000",339.672000000000025,기흥구갈한양수자인아파트,,,1325.586999999999534,87.2324200961449,11,10,0,6.9,624,591,1
"277","364","11225",4146310000000000000.000000000000000,37.276284169999997,127.111536200000003,경기도 용인시 기흥구 구갈동,"4040002",765.312999999999988,기흥우림아파트,,,333.766999999999996,18.626351746517,2,1,0,5.3,150,106,1
"280","367","27608",4146310000000000000.000000000000000,37.275738169999997,127.110527899999994,경기도 용인시 기흥구 구갈동,"4090000",126.100999999999999,영광아파트,,,6.965000000000000,5.9794687724336,1,0,0,0,0,0,0
"281","368","26028",4146310000000000000.000000000000000,37.278725430000001,127.130901600000001,경기도 용인시 기흥구 구갈동,"5440000",316.088000000000022,한라비발디아델70아파트,,,1334.662000000000035,20.9288541725687,2,0,0,0,0,0,0
"282","369","12507",4146310000000000000.000000000000000,37.275407580000000,127.129101500000004,경기도 용인시 기흥구 구갈동,"5740000",128.479999999999990,강남마을3단지주공아파트,,,172.502999999999986,19.227886270487,3,0,0,0,0,0,0
"285","372","14260",4146310000000000000.000000000000000,37.270666149999997,127.132019499999998,경기도 용인시 기흥구 구갈동,"6000000",148.995000000000005,강남마을자연&아이원4단지아파트,,,1596.819000000000415,42.5431483765952,5,21,9,6.5,781,1101,1
"286","373","14261",4146310000000000000.000000000000000,37.269303270000002,127.130856300000005,경기도 용인시 기흥구 구갈동,"6030000",211.721000000000004,강남마을자연&아이원6단지아파트,,,2043.903999999999996,55.4516382116935,7,0,0,0,0,0,0
"287","374","14259",4146310000000000000.000000000000000,37.269456030000001,127.133560900000006,경기도 용인시 기흥구 구갈동,"6040000",873.596000000000004,계룡리슈빌7단지아파트,,,2035.344000000000051,73.4618031637522,9,10,5,5.45,528,555,1
"288","375","19124",4146310000000000000.000000000000000,37.273581929999999,127.114718999999994,경기도 용인시 기흥구 구갈동,"2270034",2711.030999999999949,기흥역지웰푸르지오,,,2819.350000000000364,82.0815136013362,9,11,17,6.8,561,640,1
"291","378","18815",4146310000000000000.000000000000000,37.274612820000002,127.114948200000001,경기도 용인시 기흥구 구갈동,"2270032",345.750999999999976,기흥역롯데캐슬레이시티,,,321.572000000000003,16.9062989594315,2,5,6,8.7,260,310,1
"292","379","7062",4146310000000000000.000000000000000,37.280510090000000,127.116877500000001,경기도 용인시 기흥구 구갈동,"2700000",152.173000000000002,세종그랑시아1차아파트,,,1161.082000000000107,24.0614673102002,3,0,0,0,0,0,0
"293","380","15044",4146310000000000000.000000000000000,37.278536539999998,127.118117499999997,경기도 용인시 기흥구 구갈동,"2730000",971.136999999999944,세종그랑시아2차아파트,,,872.396999999999821,53.9068154925097,7,3,0,7.05,194,236,1
"294","381","31098",4146310000000000000.000000000000000,37.276489089999998,127.119650899999996,경기도 용인시 기흥구 구갈동,"2770000",216.724999999999994,기흥구갈우성하우스타운아파트,,,116.448999999999998,11.682032477737,1,0,0,0,0,0,0
"296","383","11229",4146310000000000000.000000000000000,37.276925560000002,127.112704800000003,경기도 용인시 기흥구 구갈동,"3850000",904.625000000000000,풍림아파트,,,113.365000000000009,35.7437074788785,4,0,0,0,0,0,0
"300","390","27773",4146310000000000000.000000000000000,37.279175500000001,127.129828700000004,경기도 용인시 기흥구 구갈동,"5430000",389.478000000000009,강남마을코오롱하늘채수1단지아파트,,,60.731999999999999,21.2346561184127,3,0,0,0,0,0,0
"317","408","39331",4146310000000000000.000000000000000,37.254701720000000,127.112453099999996,경기도 용인시 기흥구 보라동,"2890012",1452.164999999999964,삼정선비마을아파트,,,192.551999999999992,23.8023632903131,3,3,4,4.8,299,243,1
"318","409","7061",4146310000000000000.000000000000000,37.251895449999999,127.106130100000001,경기도 용인시 기흥구 보라동,"4500000",1937.352000000000089,보라삼성래미안아파트,,,731.360000000000014,30.1473611416417,4,6,4,4.6,370,373,1
